Age,Attrition,BusinessTravel,DailyRate,i,Education,EducationField,Gender,HourlyRate,JobLevel,]=,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
47,No,Travel_Rarely,1001,Research & Development,3,Life Sciences,Female,92,3,Manufacturing Director,2,Divorced,10333,19271,Yes,12,3,80,28,4,3,22,11,14
40,No,Travel_Rarely,750,Research & Development,3,Life Sciences,Female,47,2,Healthcare Representative,1,Divorced,4448,10748,No,12,3,80,15,3,3,7,4,7
54,No,Travel_Rarely,431,Research & Development,4,Medical,Female,68,2,Research Scientist,4,Married,6854,15696,No,15,3,80,14,2,2,7,1,1
31,No,Travel_Frequently,1125,Sales,4,Marketing,Female,68,3,Sales Executive,1,Married,9637,8277,No,14,3,80,9,3,3,3,2,2
28,No,Travel_Rarely,1217,Research & Development,3,Medical,Female,67,1,Research Scientist,1,Married,3591,12719,No,25,4,80,3,3,3,3,2,1
38,No,Travel_Rarely,723,Sales,4,Marketing,Female,77,2,Sales Representative,4,Married,5405,4244,Yes,20,4,80,20,4,2,4,2,0
26,No,Travel_Rarely,572,Sales,3,Medical,Male,46,2,Sales Executive,4,Single,4684,9125,No,13,3,80,5,4,3,5,3,1
58,No,Travel_Frequently,1216,Research & Development,4,Life Sciences,Male,87,4,Research Director,3,Married,15787,21624,Yes,14,3,80,23,3,3,2,2,2
18,No,Non-Travel,1431,Research & Development,3,Medical,Female,33,1,Research Scientist,3,Single,1514,8018,No,16,3,80,0,4,1,0,0,0
31,Yes,Travel_Rarely,359,Human Resources,5,Human Resources,Male,89,1,Human Resources,1,Married,2956,21495,No,17,3,80,2,4,3,1,0,0
29,Yes,Travel_Rarely,350,Human Resources,3,Human Resources,Male,56,1,Human Resources,1,Divorced,2335,3157,Yes,15,3,80,4,3,3,2,2,2
45,No,Non-Travel,589,Sales,4,Life Sciences,Female,67,2,Sales Executive,3,Married,5154,19665,No,22,4,80,10,3,4,8,7,5
36,No,Travel_Rarely,430,Research & Development,4,Other,Female,73,2,Research Scientist,2,Married,6962,19573,Yes,22,4,80,15,2,3,1,0,0
43,No,Travel_Frequently,1422,Sales,4,Life Sciences,Male,92,2,Sales Executive,4,Married,5675,19246,No,20,4,80,7,5,3,7,7,7
27,No,Travel_Frequently,1297,Research & Development,2,Life Sciences,Female,53,1,Laboratory Technician,4,Single,2379,19826,Yes,14,3,80,6,3,2,5,4,0
29,No,Travel_Frequently,574,Research & Development,1,Medical,Male,40,1,Laboratory Technician,4,Married,3812,7003,No,13,3,80,11,3,4,11,8,3
32,No,Travel_Frequently,1318,Sales,4,Marketing,Male,79,2,Sales Executive,4,Single,4648,26075,No,13,3,80,4,2,4,0,0,0
42,No,Non-Travel,355,Research & Development,4,Technical Degree,Male,38,1,Research Scientist,3,Married,2936,6161,No,22,4,80,10,1,2,6,3,3
47,No,Travel_Rarely,207,Research & Development,4,Life Sciences,Female,64,1,Laboratory Technician,3,Single,2105,5411,No,12,3,80,7,2,3,2,2,2
46,No,Travel_Rarely,706,Research & Development,2,Life Sciences,Male,82,3,Manufacturing Director,4,Divorced,8578,19989,No,14,3,80,12,4,2,9,8,4
28,No,Non-Travel,280,Human Resources,2,Life Sciences,Male,43,1,Human Resources,4,Divorced,2706,10494,No,15,3,80,3,2,3,3,2,2
29,No,Travel_Rarely,726,Research & Development,1,Life Sciences,Male,93,2,Healthcare Representative,3,Divorced,6384,21143,No,17,3,80,11,3,3,7,0,1
42,No,Travel_Rarely,1142,Research & Development,3,Life Sciences,Male,81,1,Laboratory Technician,3,Single,3968,13624,No,13,3,80,8,3,3,0,0,0
32,Yes,Travel_Rarely,414,Sales,4,Marketing,Male,82,2,Sales Executive,2,Single,9907,26186,Yes,12,3,80,7,3,2,2,2,2
46,No,Travel_Rarely,1319,Sales,3,Technical Degree,Female,45,4,Sales Executive,1,Divorced,13225,7739,No,12,3,80,25,5,3,19,17,2
27,No,Travel_Rarely,728,Sales,1,Medical,Female,36,2,Sales Representative,3,Married,3540,7018,No,21,4,80,9,5,3,9,8,5
29,No,Travel_Rarely,352,Human Resources,1,Medical,Male,87,1,Human Resources,2,Married,2804,15434,No,11,3,80,1,3,3,1,0,0
43,No,Travel_Rarely,823,Research & Development,3,Medical,Female,81,5,Manager,3,Married,19392,22539,No,13,3,80,21,2,3,16,12,6
48,No,Travel_Rarely,1224,Research & Development,3,Life Sciences,Male,91,5,Research Director,2,Married,19665,13583,No,12,3,80,29,3,3,22,10,12
29,Yes,Travel_Frequently,459,Research & Development,2,Life Sciences,Male,73,1,Research Scientist,4,Single,2439,14753,Yes,24,4,80,1,3,2,1,0,1
46,Yes,Travel_Rarely,1254,Sales,3,Life Sciences,Female,64,3,Sales Executive,2,Married,7314,14011,No,21,4,80,14,2,3,8,7,0
27,No,Travel_Frequently,1131,Research & Development,3,Life Sciences,Female,77,1,Research Scientist,1,Married,4774,23844,No,19,3,80,8,2,2,7,6,7
39,No,Travel_Rarely,835,Research & Development,4,Other,Male,41,2,Research Scientist,4,Divorced,3902,5141,No,14,3,80,7,2,3,2,2,2
55,No,Travel_Rarely,836,Research & Development,4,Technical Degree,Male,98,1,Research Scientist,4,Married,2662,7975,No,20,4,80,19,2,4,5,2,0
28,No,Travel_Rarely,1172,Sales,3,Medical,Female,78,1,Sales Representative,2,Married,2856,3692,No,19,3,80,1,3,3,1,0,0
30,Yes,Travel_Rarely,945,Sales,3,Medical,Male,89,1,Sales Representative,4,Single,1081,16019,No,13,3,80,1,3,2,1,0,0
22,Yes,Travel_Rarely,391,Research & Development,1,Life Sciences,Male,75,1,Research Scientist,2,Single,2472,26092,Yes,23,4,80,1,2,3,1,0,0
36,No,Travel_Rarely,1266,Sales,4,Technical Degree,Female,63,2,Sales Executive,3,Married,5673,6060,Yes,13,3,80,10,4,3,10,9,1
31,No,Travel_Rarely,311,Research & Development,3,Life Sciences,Male,89,2,Laboratory Technician,3,Divorced,4197,18624,No,11,3,80,10,2,3,10,8,0
34,No,Travel_Rarely,1480,Sales,3,Life Sciences,Male,64,3,Sales Executive,4,Married,9713,24444,Yes,13,3,80,9,3,3,5,3,1
29,No,Travel_Rarely,592,Research & Development,3,Life Sciences,Male,59,1,Laboratory Technician,1,Single,2062,19384,No,14,3,80,11,2,3,3,2,1
37,No,Travel_Rarely,783,Research & Development,4,Medical,Male,78,2,Research Scientist,1,Married,4284,13588,Yes,22,4,80,16,2,3,5,3,0
35,No,Travel_Rarely,219,Research & Development,2,Other,Female,44,2,Manufacturing Director,2,Married,4788,25388,Yes,11,3,80,4,2,3,3,2,0
45,No,Travel_Rarely,556,Research & Development,2,Life Sciences,Female,93,2,Manufacturing Director,4,Married,5906,23888,No,13,3,80,10,2,2,9,8,3
36,No,Travel_Frequently,1213,Human Resources,1,Human Resources,Male,94,2,Human Resources,4,Single,3886,4223,No,21,4,80,10,2,2,10,1,0
40,No,Travel_Rarely,1137,Research & Development,4,Life Sciences,Male,98,4,Manager,1,Divorced,16823,18991,No,11,3,80,22,3,3,19,7,11
26,No,Travel_Rarely,482,Research & Development,2,Life Sciences,Female,90,1,Research Scientist,3,Married,2933,14908,Yes,13,3,80,1,3,2,1,0,1
27,No,Travel_Rarely,511,Sales,2,Medical,Female,89,2,Sales Executive,3,Single,6500,26997,No,14,3,80,9,5,2,8,7,0
48,No,Travel_Frequently,117,Research & Development,3,Medical,Female,58,4,Manager,4,Divorced,17174,2437,No,11,3,80,24,3,3,22,17,4
44,No,Travel_Rarely,170,Research & Development,4,Life Sciences,Male,78,2,Healthcare Representative,1,Married,5033,9364,No,15,3,80,10,5,3,2,0,2
34,Yes,Non-Travel,967,Research & Development,4,Technical Degree,Male,85,1,Research Scientist,1,Married,2307,14460,Yes,23,4,80,5,2,3,5,2,3
56,Yes,Travel_Rarely,1162,Research & Development,2,Life Sciences,Male,97,1,Laboratory Technician,4,Single,2587,10261,No,16,3,80,5,3,3,4,2,1
36,No,Travel_Rarely,335,Sales,2,Marketing,Male,33,2,Sales Executive,2,Married,5507,16822,No,16,3,80,12,1,1,4,2,1
41,No,Travel_Rarely,337,Sales,3,Marketing,Female,54,2,Sales Executive,2,Married,4393,26841,No,21,4,80,14,3,3,5,4,1
42,No,Travel_Rarely,1396,Research & Development,3,Medical,Male,83,3,Research Director,1,Married,13348,14842,No,13,3,80,18,3,4,13,7,5
31,No,Travel_Rarely,1079,Sales,2,Medical,Female,86,2,Sales Executive,4,Divorced,6583,20115,Yes,11,3,80,8,2,3,5,2,1
34,No,Travel_Rarely,735,Sales,1,Medical,Female,75,2,Sales Executive,4,Married,8103,16495,Yes,12,3,80,9,3,2,4,2,0
31,No,Travel_Rarely,471,Research & Development,3,Medical,Female,62,1,Laboratory Technician,3,Divorced,3978,16031,No,12,3,80,4,0,2,2,2,2
26,No,Travel_Frequently,1096,Research & Development,3,Other,Male,61,1,Laboratory Technician,4,Married,2544,7102,No,18,3,80,8,3,3,7,7,7
45,No,Travel_Frequently,1297,Research & Development,4,Medical,Male,44,2,Healthcare Representative,3,Single,5399,14511,No,12,3,80,12,3,3,4,2,0
33,No,Travel_Rarely,217,Sales,4,Marketing,Male,43,2,Sales Executive,3,Single,5487,10410,No,14,3,80,10,2,2,10,4,0
28,No,Travel_Frequently,783,Sales,2,Life Sciences,Male,42,2,Sales Executive,4,Married,6834,19255,Yes,12,3,80,7,2,3,7,7,0
29,Yes,Travel_Frequently,746,Sales,3,Technical Degree,Male,45,1,Sales Representative,1,Single,1091,10642,No,17,3,80,1,3,3,1,0,0
39,No,Non-Travel,1251,Sales,4,Life Sciences,Female,32,2,Sales Executive,3,Married,5736,3987,No,19,3,80,10,1,3,3,2,1
27,No,Travel_Rarely,1354,Research & Development,4,Technical Degree,Male,41,1,Research Scientist,2,Married,2226,6073,No,11,3,80,6,3,2,5,3,1
34,No,Travel_Frequently,735,Research & Development,4,Other,Male,86,2,Research Scientist,4,Married,5747,26496,Yes,15,3,80,16,3,3,15,10,6
28,Yes,Travel_Rarely,1475,Sales,2,Marketing,Female,84,2,Sales Executive,3,Single,9854,23352,Yes,11,3,80,6,0,3,2,0,2
47,No,Non-Travel,1169,Research & Development,4,Technical Degree,Male,64,2,Research Scientist,2,Married,5467,2125,No,18,3,80,16,4,4,8,7,1
56,No,Travel_Rarely,1443,Sales,5,Marketing,Female,89,2,Sales Executive,1,Married,5380,20328,No,16,3,80,6,3,3,0,0,0
39,No,Travel_Rarely,867,Research & Development,2,Medical,Male,87,2,Manufacturing Director,1,Married,5151,12315,No,25,4,80,10,3,3,10,0,7
38,No,Travel_Frequently,1394,Research & Development,3,Medical,Female,58,2,Research Scientist,2,Divorced,2133,18115,Yes,16,3,80,20,3,3,20,11,0
58,No,Travel_Rarely,605,Sales,3,Life Sciences,Female,72,4,Manager,4,Married,17875,11761,Yes,13,3,80,29,2,2,1,0,0
32,Yes,Travel_Frequently,238,Research & Development,2,Life Sciences,Female,47,1,Research Scientist,3,Single,2432,15318,Yes,14,3,80,8,2,3,4,1,0
38,No,Travel_Rarely,1206,Research & Development,2,Life Sciences,Male,71,1,Research Scientist,4,Divorced,4771,14293,No,19,3,80,10,0,4,5,2,0
49,No,Travel_Frequently,1064,Research & Development,1,Life Sciences,Male,42,5,Research Director,4,Married,19161,13738,No,15,3,80,28,3,3,5,4,4
42,No,Travel_Rarely,419,Sales,4,Marketing,Male,77,2,Sales Executive,4,Divorced,5087,2900,Yes,12,3,80,14,4,3,0,0,0
27,Yes,Travel_Frequently,1337,Human Resources,3,Human Resources,Female,58,1,Human Resources,2,Married,2863,19555,No,12,3,80,1,2,3,1,0,0
35,No,Travel_Rarely,682,Sales,4,Medical,Male,71,2,Sales Executive,1,Married,5561,15975,No,16,3,80,6,2,1,5,3,0
28,No,Non-Travel,1103,Research & Development,3,Medical,Male,49,1,Research Scientist,3,Single,2144,2122,No,14,3,80,5,3,2,5,3,1
31,No,Non-Travel,976,Research & Development,2,Medical,Male,48,1,Research Scientist,1,Divorced,3065,3995,Yes,13,3,80,4,3,4,4,2,2
36,No,Non-Travel,1351,Research & Development,4,Life Sciences,Male,66,1,Laboratory Technician,2,Married,2810,9238,No,22,4,80,5,3,3,5,4,0
34,No,Travel_Rarely,937,Sales,3,Marketing,Male,32,3,Sales Executive,4,Single,9888,6770,No,21,4,80,14,3,2,14,8,2
34,No,Travel_Rarely,1239,Sales,4,Medical,Male,39,3,Sales Executive,3,Divorced,8628,22914,No,18,3,80,9,2,2,8,7,1
26,No,Travel_Rarely,157,Research & Development,3,Medical,Male,95,1,Laboratory Technician,1,Single,2867,20006,No,13,3,80,8,6,2,7,7,7
29,No,Travel_Rarely,136,Research & Development,3,Life Sciences,Male,89,2,Healthcare Representative,1,Married,5373,6225,No,12,3,80,6,5,2,5,3,0
32,No,Non-Travel,1146,Research & Development,4,Medical,Female,34,2,Healthcare Representative,4,Divorced,6667,16542,No,18,3,80,9,6,3,5,1,1
31,No,Travel_Frequently,1125,Research & Development,3,Life Sciences,Male,48,2,Research Scientist,1,Married,5003,5771,No,21,4,80,10,6,3,10,8,8
28,Yes,Travel_Rarely,1404,Research & Development,3,Technical Degree,Male,32,1,Laboratory Technician,4,Divorced,2367,18779,No,12,3,80,6,2,2,4,1,0
38,No,Travel_Rarely,1404,Sales,3,Life Sciences,Male,59,1,Sales Representative,1,Single,2858,11473,No,14,3,80,20,3,2,1,0,0
35,No,Travel_Rarely,1224,Sales,4,Life Sciences,Female,55,2,Sales Executive,4,Married,5204,13586,Yes,11,3,80,10,2,3,10,8,0
27,No,Travel_Rarely,954,Sales,3,Marketing,Male,44,2,Sales Executive,4,Single,4105,5099,No,14,3,80,7,5,3,7,7,0
32,No,Travel_Rarely,1373,Research & Development,4,Life Sciences,Male,56,2,Manufacturing Director,4,Single,9679,10138,No,24,4,80,8,1,3,1,0,0
31,Yes,Travel_Frequently,754,Sales,4,Marketing,Male,63,2,Sales Executive,4,Married,5617,21075,Yes,11,3,80,10,4,3,10,7,0
53,Yes,Travel_Rarely,1168,Sales,4,Life Sciences,Male,66,3,Sales Executive,1,Single,10448,5843,Yes,13,3,80,15,2,2,2,2,2
54,No,Travel_Rarely,155,Research & Development,2,Life Sciences,Female,67,2,Research Scientist,3,Married,2897,22474,No,11,3,80,9,6,2,4,3,2
33,No,Travel_Frequently,1303,Research & Development,2,Life Sciences,Male,36,2,Healthcare Representative,3,Divorced,5968,18079,No,20,4,80,9,2,3,9,7,2
43,No,Travel_Rarely,574,Research & Development,3,Life Sciences,Male,30,3,Healthcare Representative,3,Married,7510,16873,No,17,3,80,10,1,3,10,9,0
38,No,Travel_Frequently,1444,Human Resources,4,Other,Male,88,1,Human Resources,2,Married,2991,5224,Yes,11,3,80,7,2,3,6,2,1
55,No,Travel_Rarely,189,Human Resources,4,Human Resources,Male,71,5,Manager,2,Married,19636,25811,Yes,18,3,80,35,0,3,10,9,1
31,No,Travel_Rarely,1276,Research & Development,1,Medical,Female,59,1,Laboratory Technician,4,Divorced,1129,17536,Yes,11,3,80,1,4,3,1,0,0
39,No,Travel_Rarely,119,Sales,4,Marketing,Male,77,4,Sales Executive,1,Single,13341,25098,No,12,3,80,21,3,3,20,8,11
42,No,Non-Travel,335,Research & Development,2,Life Sciences,Male,37,2,Research Scientist,3,Single,4332,14811,No,12,3,80,20,2,3,20,9,3
31,No,Non-Travel,697,Research & Development,3,Medical,Female,40,3,Research Director,3,Married,11031,26862,No,20,4,80,13,2,4,11,7,4
54,No,Travel_Rarely,157,Research & Development,3,Medical,Female,77,2,Manufacturing Director,1,Single,4440,25198,Yes,19,3,80,9,3,3,5,2,1
24,No,Travel_Rarely,771,Research & Development,2,Life Sciences,Male,45,2,Healthcare Representative,3,Single,4617,14120,No,12,3,80,4,2,2,4,3,1
23,No,Travel_Rarely,571,Research & Development,2,Other,Male,78,1,Laboratory Technician,4,Single,2647,13672,No,13,3,80,5,6,4,5,2,1
40,No,Travel_Frequently,692,Research & Development,3,Technical Degree,Female,73,2,Laboratory Technician,3,Married,6323,26849,No,11,3,80,10,2,4,10,9,9
40,No,Travel_Rarely,444,Sales,2,Marketing,Female,92,2,Sales Executive,2,Married,5677,4258,No,14,3,80,15,4,3,11,8,5
25,No,Travel_Rarely,309,Human Resources,3,Human Resources,Female,82,1,Human Resources,2,Married,2187,19655,No,14,3,80,6,3,3,2,0,1
30,No,Travel_Rarely,911,Research & Development,2,Medical,Male,76,1,Laboratory Technician,2,Married,3748,4077,No,13,3,80,12,6,2,12,8,1
25,No,Travel_Rarely,977,Research & Development,1,Other,Male,57,1,Laboratory Technician,3,Divorced,3977,7298,Yes,19,3,80,7,2,2,2,2,0
47,No,Travel_Rarely,1180,Research & Development,3,Medical,Male,84,3,Healthcare Representative,3,Single,8633,13084,No,23,4,80,25,3,3,17,14,12
33,No,Non-Travel,1313,Research & Development,2,Medical,Male,59,1,Laboratory Technician,3,Divorced,2008,20439,No,12,3,80,1,2,2,1,1,0
38,No,Travel_Rarely,1321,Sales,4,Life Sciences,Male,86,2,Sales Executive,2,Married,4440,7636,No,15,3,80,16,3,3,15,13,5
31,No,Travel_Rarely,1154,Sales,2,Life Sciences,Male,54,1,Sales Representative,3,Married,3067,6393,No,19,3,80,3,1,3,2,2,1
38,No,Travel_Frequently,508,Research & Development,4,Life Sciences,Male,72,2,Manufacturing Director,3,Married,5321,14284,No,11,3,80,10,1,3,8,3,7
42,No,Travel_Rarely,557,Research & Development,4,Life Sciences,Male,35,2,Research Scientist,1,Divorced,5410,11189,Yes,17,3,80,9,3,2,4,3,1
41,No,Travel_Rarely,642,Research & Development,3,Life Sciences,Male,76,1,Research Scientist,4,Married,2782,21412,No,22,4,80,12,3,3,5,3,1
47,No,Non-Travel,1162,Research & Development,1,Medical,Female,98,3,Research Director,2,Married,11957,17231,No,18,3,80,14,3,1,13,8,5
35,No,Travel_Rarely,1490,Research & Development,4,Medical,Male,43,1,Laboratory Technician,3,Married,2660,20232,Yes,11,3,80,5,3,3,2,2,2
22,No,Travel_Rarely,581,Research & Development,2,Life Sciences,Male,63,1,Research Scientist,3,Single,3375,17624,No,12,3,80,4,2,4,3,2,1
35,No,Travel_Rarely,1395,Research & Development,4,Medical,Male,48,2,Research Scientist,3,Single,5098,18698,No,19,3,80,10,5,3,10,7,0
33,No,Travel_Rarely,501,Research & Development,2,Medical,Female,95,2,Healthcare Representative,4,Married,4878,21653,Yes,13,3,80,10,6,3,9,7,8
32,No,Travel_Rarely,267,Research & Development,4,Life Sciences,Female,49,1,Laboratory Technician,2,Single,2837,15919,No,13,3,80,6,3,3,6,2,4
40,No,Travel_Rarely,543,Research & Development,4,Life Sciences,Male,83,1,Laboratory Technician,4,Married,2406,4060,No,19,3,80,8,3,2,1,0,0
32,No,Travel_Rarely,234,Sales,4,Medical,Male,68,1,Sales Representative,2,Married,2269,18024,No,14,3,80,3,2,3,2,2,2
39,No,Travel_Rarely,116,Research & Development,1,Life Sciences,Male,52,2,Research Scientist,4,Single,4108,5340,No,13,3,80,18,2,3,7,7,1
38,No,Travel_Rarely,201,Research & Development,3,Medical,Female,99,3,Research Director,3,Married,13206,3376,No,12,3,80,20,3,3,18,16,1
32,No,Travel_Rarely,801,Sales,4,Marketing,Female,48,3,Sales Executive,4,Married,10422,24032,No,19,3,80,14,3,3,14,10,5
37,No,Travel_Rarely,161,Research & Development,3,Life Sciences,Female,42,3,Research Director,4,Married,13744,15471,Yes,25,4,80,16,2,3,16,11,6
25,No,Travel_Rarely,1382,Sales,2,Other,Female,85,2,Sales Executive,3,Divorced,4907,13684,Yes,22,4,80,6,3,2,5,3,0
52,No,Non-Travel,585,Sales,4,Life Sciences,Male,40,1,Sales Representative,4,Divorced,3482,19788,No,15,3,80,16,3,2,9,8,0
44,No,Travel_Rarely,1037,Research & Development,3,Medical,Male,42,1,Research Scientist,4,Single,2436,13422,Yes,12,3,80,6,2,3,4,3,1
21,No,Travel_Rarely,501,Sales,1,Medical,Male,58,1,Sales Representative,1,Single,2380,25479,Yes,11,3,80,2,6,3,2,2,1
39,No,Non-Travel,105,Research & Development,3,Life Sciences,Male,87,5,Manager,4,Single,19431,15302,No,13,3,80,21,3,2,6,0,1
23,Yes,Travel_Frequently,638,Sales,3,Marketing,Male,33,1,Sales Representative,1,Married,1790,26956,No,19,3,80,1,3,2,1,0,1
36,No,Travel_Rarely,557,Sales,3,Medical,Female,94,3,Sales Executive,4,Married,7644,12695,No,19,3,80,10,2,3,9,7,3
36,No,Travel_Frequently,688,Research & Development,2,Life Sciences,Female,97,2,Manufacturing Director,2,Divorced,5131,9192,No,13,3,80,18,3,3,4,2,0
56,No,Non-Travel,667,Research & Development,4,Life Sciences,Male,57,2,Healthcare Representative,3,Divorced,6306,26236,No,21,4,80,13,2,2,13,12,1
29,Yes,Travel_Rarely,1092,Research & Development,4,Medical,Male,36,1,Research Scientist,4,Married,4787,26124,Yes,14,3,80,4,3,4,2,2,2
42,No,Travel_Rarely,300,Research & Development,3,Life Sciences,Male,56,5,Manager,3,Married,18880,17312,No,11,3,80,24,2,2,22,6,4
56,Yes,Travel_Rarely,310,Research & Development,2,Technical Degree,Male,72,1,Laboratory Technician,3,Married,2339,3666,No,11,3,80,14,4,1,10,9,9
41,No,Travel_Rarely,582,Research & Development,4,Life Sciences,Female,60,4,Manufacturing Director,2,Married,13570,5640,No,23,4,80,21,3,3,20,7,0
34,No,Travel_Rarely,704,Sales,3,Marketing,Female,95,2,Sales Executive,3,Married,6712,8978,No,21,4,80,8,2,3,8,7,1
36,No,Non-Travel,301,Sales,4,Marketing,Male,88,2,Sales Executive,4,Divorced,5406,10436,No,24,4,80,15,4,2,15,12,11
41,No,Travel_Rarely,930,Sales,3,Life Sciences,Male,57,2,Sales Executive,2,Divorced,8938,12227,No,11,3,80,14,5,3,5,4,0
32,No,Travel_Rarely,529,Research & Development,3,Technical Degree,Male,78,1,Research Scientist,1,Single,2439,11288,No,14,3,80,4,4,3,4,2,1
35,No,Travel_Rarely,1146,Human Resources,4,Life Sciences,Female,31,3,Human Resources,4,Single,8837,16642,Yes,16,3,80,9,2,3,9,0,1
38,No,Travel_Rarely,345,Sales,2,Life Sciences,Female,100,2,Sales Executive,4,Married,5343,5982,No,11,3,80,10,1,3,10,7,1
50,Yes,Travel_Frequently,878,Sales,4,Life Sciences,Male,94,2,Sales Executive,3,Divorced,6728,14255,No,12,3,80,12,3,3,6,3,0
36,No,Travel_Rarely,1120,Sales,4,Marketing,Female,100,2,Sales Executive,4,Married,6652,14369,No,13,3,80,8,2,2,6,3,0
45,No,Travel_Rarely,374,Sales,3,Life Sciences,Female,50,2,Sales Executive,3,Single,4850,23333,No,15,3,80,8,3,3,5,3,0
40,No,Travel_Rarely,1322,Research & Development,4,Life Sciences,Male,52,1,Research Scientist,3,Single,2809,2725,No,14,3,80,8,2,3,2,2,2
35,No,Travel_Frequently,1199,Research & Development,4,Life Sciences,Male,80,2,Healthcare Representative,3,Married,5689,24594,Yes,14,3,80,10,2,4,10,2,0
40,No,Travel_Rarely,1194,Research & Development,4,Medical,Female,98,1,Research Scientist,3,Married,2001,12549,No,14,3,80,20,2,3,5,3,0
35,No,Travel_Rarely,287,Research & Development,4,Life Sciences,Female,62,1,Research Scientist,4,Married,2977,8952,No,12,3,80,4,5,3,4,3,1
29,No,Travel_Rarely,1378,Research & Development,2,Other,Male,46,2,Laboratory Technician,2,Married,4025,23679,Yes,13,3,80,10,2,3,4,3,0
29,No,Travel_Rarely,468,Research & Development,4,Medical,Female,73,1,Research Scientist,1,Single,3785,8489,No,14,3,80,5,3,1,5,4,0
50,Yes,Travel_Rarely,410,Sales,3,Marketing,Male,39,3,Sales Executive,1,Divorced,10854,16586,Yes,13,3,80,20,3,3,3,2,2
